MS DRG Code,MS DRG,MS DRG Description,CMS MS DRG Weight,Geometric Mean LOS,Arithmetic Mean LOS
522,522 - HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,2.1894,4.1,4.5
533,533 - FRACTURES OF FEMUR WITH MCC,FRACTURES OF FEMUR WITH MCC,1.4162,4.0,5.2
534,534 - FRACTURES OF FEMUR WITHOUT MCC,FRACTURES OF FEMUR WITHOUT MCC,0.7902,2.8,3.4
535,535 - FRACTURES OF HIP AND PELVIS WITH MCC,FRACTURES OF HIP AND PELVIS WITH MCC,1.2328,3.8,4.7
536,536 - FRACTURES OF HIP AND PELVIS WITHOUT MCC,FRACTURES OF HIP AND PELVIS WITHOUT MCC,0.7717,2.9,3.3
537,"537 - SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC","SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",0.9354,3.1,3.7
538,"538 - SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC","SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",0.7232,2.6,3.1
539,539 - OSTEOMYELITIS WITH MCC,OSTEOMYELITIS WITH MCC,1.9477,5.9,7.9
540,540 - OSTEOMYELITIS WITH CC,OSTEOMYELITIS WITH CC,1.3016,4.3,5.7
541,541 - OSTEOMYELITIS WITHOUT CC/MCC,OSTEOMYELITIS WITHOUT CC/MCC,0.8432,3.1,3.9
542,542 - PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,1.8092,5.0,6.7
543,543 - PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1.0452,3.5,4.3
544,544 - PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,0.7777,2.8,3.2
545,545 - CONNECTIVE TISSUE DISORDERS WITH MCC,CONNECTIVE TISSUE DISORDERS WITH MCC,2.5031,5.5,7.9
546,546 - CONNECTIVE TISSUE DISORDERS WITH CC,CONNECTIVE TISSUE DISORDERS WITH CC,1.2080,3.5,4.5
547,547 - CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,0.8336,2.5,3.1
548,548 - SEPTIC ARTHRITIS WITH MCC,SEPTIC ARTHRITIS WITH MCC,2.0508,5.7,7.8
549,549 - SEPTIC ARTHRITIS WITH CC,SEPTIC ARTHRITIS WITH CC,1.2499,4.0,5.2
550,550 - SEPTIC ARTHRITIS WITHOUT CC/MCC,SEPTIC ARTHRITIS WITHOUT CC/MCC,0.8789,3.0,3.5
551,551 - MEDICAL BACK PROBLEMS WITH MCC,MEDICAL BACK PROBLEMS WITH MCC,1.6274,4.3,5.7
552,552 - MEDICAL BACK PROBLEMS WITHOUT MCC,MEDICAL BACK PROBLEMS WITHOUT MCC,0.9434,2.9,3.6
553,553 - BONE DISEASES AND ARTHROPATHIES WITH MCC,BONE DISEASES AND ARTHROPATHIES WITH MCC,1.2715,3.9,5.0
554,554 - BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,0.7925,2.8,3.3
555,555 - SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,1.3685,3.8,5.1
556,556 - SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,0.8087,2.6,3.2
557,"557 - TENDONITIS, MYOSITIS AND BURSITIS WITH MCC","TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",1.3991,4.6,5.8
558,"558 - TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC","TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",0.8614,3.1,3.8
559,"559 - AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",1.8653,4.9,6.8
560,"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",1.0760,3.7,5.0
561,"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",0.7924,2.7,3.7
562,"562 - FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC","FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",1.4118,4.0,5.1
563,"563 - FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC","FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",0.8722,3.0,3.5
564,564 - OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,1.5236,4.6,5.8
565,565 - OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,1.0093,3.4,4.1
566,566 - OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,0.7519,2.5,3.0
570,570 - SKIN DEBRIDEMENT WITH MCC,SKIN DEBRIDEMENT WITH MCC,2.8417,7.3,9.5
571,571 - SKIN DEBRIDEMENT WITH CC,SKIN DEBRIDEMENT WITH CC,1.6354,4.8,6.0
572,572 - SKIN DEBRIDEMENT WITHOUT CC/MCC,SKIN DEBRIDEMENT WITHOUT CC/MCC,1.1044,3.0,3.7
573,573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,5.5391,10.8,15.9
574,574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,3.2465,7.6,11.0
575,575 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,1.7632,4.5,5.7
576,576 - SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,5.0637,9.3,13.4
577,577 - SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,2.5496,4.6,6.6
578,578 - SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,1.5952,2.8,3.7
579,"579 - OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",3.1449,7.3,9.9
580,"580 - OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",1.7288,4.1,5.5
581,"581 - OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1.3768,2.2,2.8
582,582 - MASTECTOMY FOR MALIGNANCY WITH CC/MCC,MASTECTOMY FOR MALIGNANCY WITH CC/MCC,1.6431,2.3,3.1
583,583 - MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,1.5415,1.7,2.0
584,"584 - BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC","BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",1.8367,3.5,4.4
585,"585 - BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC","BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",1.7396,2.2,2.7
592,592 - SKIN ULCERS WITH MCC,SKIN ULCERS WITH MCC,1.6943,5.4,7.2
593,593 - SKIN ULCERS WITH CC,SKIN ULCERS WITH CC,1.1406,4.1,5.3
594,594 - SKIN ULCERS WITHOUT CC/MCC,SKIN ULCERS WITHOUT CC/MCC,0.8160,3.2,4.0
595,595 - MAJOR SKIN DISORDERS WITH MCC,MAJOR SKIN DISORDERS WITH MCC,2.0165,5.5,7.5
596,596 - MAJOR SKIN DISORDERS WITHOUT MCC,MAJOR SKIN DISORDERS WITHOUT MCC,0.9947,3.3,4.3
597,597 - MALIGNANT BREAST DISORDERS WITH MCC,MALIGNANT BREAST DISORDERS WITH MCC,1.6440,4.6,6.3
598,598 - MALIGNANT BREAST DISORDERS WITH CC,MALIGNANT BREAST DISORDERS WITH CC,1.1129,3.3,4.5
599,599 - MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,0.6714,2.5,3.2
600,600 - NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,0.9969,3.5,4.3
601,601 - NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,0.6868,2.8,3.3
602,602 - CELLULITIS WITH MCC,CELLULITIS WITH MCC,1.4500,4.6,5.8
603,603 - CELLULITIS WITHOUT MCC,CELLULITIS WITHOUT MCC,0.8536,3.2,3.8
604,"604 - TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC","TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",1.4779,3.8,5.1
605,"605 - TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC","TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",0.9039,2.7,3.3
606,606 - MINOR SKIN DISORDERS WITH MCC,MINOR SKIN DISORDERS WITH MCC,1.5121,4.3,6.0
607,607 - MINOR SKIN DISORDERS WITHOUT MCC,MINOR SKIN DISORDERS WITHOUT MCC,0.8282,2.9,3.6
614,614 - ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,2.3897,3.2,4.6
615,615 - ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,1.5750,1.8,2.2
616,"616 - AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",3.9662,10.0,12.3
617,"617 - AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",2.0298,5.8,7.0
618,"618 - AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",1.3032,4.2,4.8
619,619 - O.R. PROCEDURES FOR OBESITY WITH MCC,O.R. PROCEDURES FOR OBESITY WITH MCC,3.0617,2.8,4.7
620,620 - O.R. PROCEDURES FOR OBESITY WITH CC,O.R. PROCEDURES FOR OBESITY WITH CC,1.7627,1.8,2.2
621,621 - O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,1.5971,1.4,1.6
622,"622 - SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",3.6149,8.3,11.1
623,"623 - SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",1.8715,5.3,6.5
624,"624 - SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",1.0989,3.2,3.9
625,"625 - THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",2.8402,4.8,7.0
626,"626 - THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",1.6529,2.3,3.3
627,"627 - THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",1.1828,1.4,1.7
628,"628 - OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",3.6794,7.4,10.4
629,"629 - OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",2.3453,6.1,7.3
630,"630 - OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",1.4093,2.3,3.0
637,637 - DIABETES WITH MCC,DIABETES WITH MCC,1.3766,3.8,5.0
638,638 - DIABETES WITH CC,DIABETES WITH CC,0.8794,2.9,3.6
639,639 - DIABETES WITHOUT CC/MCC,DIABETES WITHOUT CC/MCC,0.6096,2.1,2.5
640,"640 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC","MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1.2308,3.3,4.5
641,"641 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC","MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",0.7542,2.6,3.2
642,642 - INBORN AND OTHER DISORDERS OF METABOLISM,INBORN AND OTHER DISORDERS OF METABOLISM,1.2898,3.3,4.4
643,643 - ENDOCRINE DISORDERS WITH MCC,ENDOCRINE DISORDERS WITH MCC,1.6677,5.0,6.3
644,644 - ENDOCRINE DISORDERS WITH CC,ENDOCRINE DISORDERS WITH CC,1.0198,3.5,4.2
645,645 - ENDOCRINE DISORDERS WITHOUT CC/MCC,ENDOCRINE DISORDERS WITHOUT CC/MCC,0.7686,2.7,3.2
650,650 - KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,4.5207,6.8,8.3
651,651 - KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,3.6984,6.0,6.8
652,652 - KIDNEY TRANSPLANT,KIDNEY TRANSPLANT,3.1851,4.7,5.3
653,653 - MAJOR BLADDER PROCEDURES WITH MCC,MAJOR BLADDER PROCEDURES WITH MCC,5.4592,10.2,13.0
654,654 - MAJOR BLADDER PROCEDURES WITH CC,MAJOR BLADDER PROCEDURES WITH CC,2.9028,5.6,6.7
655,655 - MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,2.0803,3.6,4.2
656,656 - KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,3.2850,5.6,7.6
657,657 - KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,1.9347,3.2,4.0
658,658 - KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,1.5779,2.1,2.3
659,659 - KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,2.6664,5.9,7.9
660,660 - KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,1.4431,3.1,4.0
661,661 - KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,1.0637,1.9,2.2
662,662 - MINOR BLADDER PROCEDURES WITH MCC,MINOR BLADDER PROCEDURES WITH MCC,2.9373,6.9,9.6
663,663 - MINOR BLADDER PROCEDURES WITH CC,MINOR BLADDER PROCEDURES WITH CC,1.5995,3.7,5.0
664,664 - MINOR BLADDER PROCEDURES WITHOUT CC/MCC,MINOR BLADDER PROCEDURES WITHOUT CC/MCC,1.1838,1.9,2.4
665,665 - PROSTATECTOMY WITH MCC,PROSTATECTOMY WITH MCC,3.0417,7.6,9.7
666,666 - PROSTATECTOMY WITH CC,PROSTATECTOMY WITH CC,1.7397,4.0,5.3
667,667 - PROSTATECTOMY WITHOUT CC/MCC,PROSTATECTOMY WITHOUT CC/MCC,0.9975,2.0,2.5
668,668 - TRANSURETHRAL PROCEDURES WITH MCC,TRANSURETHRAL PROCEDURES WITH MCC,2.8063,7.1,9.3
669,669 - TRANSURETHRAL PROCEDURES WITH CC,TRANSURETHRAL PROCEDURES WITH CC,1.5635,3.8,4.9
670,670 - TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,0.9785,2.1,2.6
671,671 - URETHRAL PROCEDURES WITH CC/MCC,URETHRAL PROCEDURES WITH CC/MCC,1.7813,3.9,5.8
672,672 - URETHRAL PROCEDURES WITHOUT CC/MCC,URETHRAL PROCEDURES WITHOUT CC/MCC,1.1504,1.6,2.0
673,673 - OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,3.4683,7.7,10.5
674,674 - OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,2.3832,5.9,7.6
675,675 - OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,1.7547,2.7,3.7
682,682 - RENAL FAILURE WITH MCC,RENAL FAILURE WITH MCC,1.4727,4.3,5.7
683,683 - RENAL FAILURE WITH CC,RENAL FAILURE WITH CC,0.8793,3.1,3.8
684,684 - RENAL FAILURE WITHOUT CC/MCC,RENAL FAILURE WITHOUT CC/MCC,0.6079,2.2,2.6
685,685 - ADMIT FOR RENAL DIALYSIS,ADMIT FOR RENAL DIALYSIS,1.0551,2.7,3.4
686,686 - KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,1.8753,5.0,7.0
687,687 - KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,1.0501,3.3,4.3
688,688 - KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,0.6858,1.9,2.2
689,689 - KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,1.1142,3.8,4.7
690,690 - KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,0.7940,2.9,3.5
691,691 - URINARY STONES W ESW LITHOTRIPSY W CC/MCC,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,1.6242,3.0,3.9
692,692 - URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,1.1306,2.0,2.4
693,693 - URINARY STONES WITH MCC,URINARY STONES WITH MCC,1.3355,3.7,5.0
694,694 - URINARY STONES WITHOUT MCC,URINARY STONES WITHOUT MCC,0.7712,2.1,2.6
695,695 - KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,1.1377,3.6,4.7
696,696 - KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,0.6919,2.3,2.9
697,697 - URETHRAL STRICTURE,URETHRAL STRICTURE,0.9993,2.8,3.6
698,698 - OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,1.6106,4.7,6.0
699,699 - OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,1.0270,3.3,4.1
700,700 - OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,0.7465,2.4,2.9
707,707 - MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,1.9222,2.5,3.4
708,708 - MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,1.4912,1.4,1.6
709,709 - PENIS PROCEDURES WITH CC/MCC,PENIS PROCEDURES WITH CC/MCC,2.3159,4.0,6.5
710,710 - PENIS PROCEDURES WITHOUT CC/MCC,PENIS PROCEDURES WITHOUT CC/MCC,1.6016,1.7,2.1
711,711 - TESTES PROCEDURES WITH CC/MCC,TESTES PROCEDURES WITH CC/MCC,2.1316,5.3,7.4
712,712 - TESTES PROCEDURES WITHOUT CC/MCC,TESTES PROCEDURES WITHOUT CC/MCC,1.0600,2.5,3.1
713,713 - TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,1.4934,2.8,4.0
714,714 - TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,0.9288,1.6,1.9
715,715 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,2.0216,5.0,6.8
716,716 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,1.2758,1.4,1.6
717,717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,1.8006,3.7,5.2
718,718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,1.2346,2.2,2.7
722,"722 - MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",1.7126,5.1,7.1
723,"723 - MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",1.0919,3.5,4.5
724,"724 - MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",0.6481,1.8,2.3
725,725 - BENIGN PROSTATIC HYPERTROPHY WITH MCC,BENIGN PROSTATIC HYPERTROPHY WITH MCC,1.2855,4.0,5.4
726,726 - BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,0.7447,2.5,3.1
727,727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,1.4210,4.4,5.6
728,728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,0.8057,3.0,3.6
729,729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,1.0075,3.1,4.1
730,730 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,0.5689,1.8,2.2
