Charge Code,Charge Description
406574,"HC LAB PROTEIN ELECTROPH, SERUM W RF"
406576,"HC LAB PROTEIN ELECTROPHORESIS, 24 HR UR"
406578,"HC LAB PROTEIN ELECTROPHORESIS, RAND UR"
406580,"HC LAB PROTEIN ELECTROPHORESIS, SERUM"
406582,HC LAB MECPS LARGE DEL DUP (FA RF)*
406584,HC LAB MECPS LARGE DEL DUP (KM RF)*
406586,HC LAB MECPS DNA SEQUENCE (KM RF)*
406588,"HC LAB INHIBIN B, SERUM"
406590,"HC LAB GALACTOSYLCER B-GALACTOSID, WBC"
406592,"HC LAB ALPHA-GALACTOSIDASE, SERUM"
406594,HC LAB ZZ ENZYMATIC DIGESTION
406596,HC LAB ZZ SEPARATION BY GEL ELECT
406598,HC LAB ZZ AMPLIFICATION TARGET 1 MECP2 FA
406600,HC LAB ZZ AMPLIFICATION TARGET 2 MECP2 FA
406602,HC LAB ZZ AMPLIFICATION TARGET 3 MECP2 FA
406604,HC LAB ZZ AMPLIFICATION TARGET 4 MECP2 FA
406606,HC LAB ZZ AMPLIFICATION TARGET 5 MECP2 FA
406608,HC LAB ZZ SEPARATION AND ID HR 1 MECP2 FA
406610,HC LAB ZZ SEPARATION AND ID HR 2 MECP2 FA
406612,HC LAB ZZ SEPARATION AND ID HR 3 MECP2 FA
406614,HC LAB ZZ SEPARATION AND ID HR 4 MECP2 FA
406616,HC LAB ZZ SEPARATION AND ID HR 5 MECP2 FA
406618,HC LAB ZZ SEPARATION AND ID HR 6 MECP2 FA
406620,HC LAB ZZ SEPARATION AND ID HR 7 MECP2 FA
406622,HC LAB ZZ SEPARATION AND ID HR 8 MECP2 FA
406624,HC LAB ZZ SEPARATION AND ID HR 9 MECP2 FA
406626,HC LAB ZZ SEPARATION AND ID HR 10 MECP2 FA
406628,HC LAB ZZ SEPARATION AND ID HR 11 MECP2 FA
406630,HC LAB ZZ INTERP AND REPORT MECP2 FA
406632,HC LAB ZZ SEPARATION AND ID HR MLPA (RF)
406634,HC LAB ZZ MUTATION ID SEGMENT 1 MLPA (RF)
406636,HC LAB ZZ MUTATION ID SEGMENT 2 MLPA (RF)
406638,HC LAB ZZ MUTATION ID SEGMENT 3 MLPA (RF)
406640,HC LAB ZZ MUTATION ID SEGMENT 4 MLPA (RF)
406642,HC LAB ZZ MUTATION ID SEGMENT 5 MLPA (RF)
406644,HC LAB ZZ MUTATION ID SEGMENT 6 MLPA (RF)
406646,HC LAB ZZ MUTATION ID SEGMENT 7 MLPA (RF)
406648,HC LAB ZZ MUTATION ID SEGMENT 8 MLPA (RF)
406650,HC LAB ZZ MUTATION ID SEGMENT 9 MLPA (RF)
406652,HC LAB ZZ MUTATION ID SEGMENT 10 MLPA (RF)
406654,HC LAB ZZ MUTATION ID SEGMENT 11 MLPA (RF)
406656,HC LAB ZZ MUTATION ID SEGMENT 12 MLPA (RF)
406658,HC LAB ZZ MUTATION ID SEGMENT 13 MLPA (RF)
406660,HC LAB ZZ INTERP AND REPORT MECP2 KM
406662,HC LAB ZZ SEPARATION AND ID MECP2
406664,HC LAB ZZ MUTATION ID SEG 1 MECP2
406666,HC LAB ZZ MUTATION ID SEG 2 MECP2
406668,HC LAB ZZ MUTATION ID SEG 3 MECP2 LG DD
345383,POCT NITRAZINE - EYE (PH)
137243,"LAMINECTOMY, NEOPLASM, INTRADURAL"
137244,LACERATION REPAIR - CPT 12011
137246,LACERATION REPAIR - CPT 12013
137247,"LAMINECTOMY, NEOPLASM, INTRAMEDULLARY"
137248,LACERATION REPAIR - CPT 12014
415708,"W046-IGE FENNEL,DOG"
415710,T218-IGE BAYBERRY/SWEET GALE
137249,NEONATAL NITRIC OXIDE TRANSPORT ORDERS
137250,LACERATION REPAIR - CPT 12015
415716,"F006-IGE BARLEY, WHOLE GRAIN"
415720,"F245-IGE EGG, WHOLE"
137252,LACERATION REPAIR - CPT 12016
415724,"F045-IGE YEAST, BAKER'S"
415726,E002-IGE DOG EPITHELIA
415728,E085-IGE CHICKEN FEATHERS
415730,M005-IGE CANDIDA ALBICANS
137254,LACERATION REPAIR - CPT 12017
415734,"ALLERGEN OAK LIVE/ VIRGINIA , IGE"
415736,"G202-IGE CORN, CULTIVATED"
415738,F079-IGE GLUTEN
137256,LACERATION REPAIR - CPT 12018
137258,LACERATION REPAIR - CPT 12031
137260,LACERATION REPAIR - CPT 12032
137262,LACERATION REPAIR - CPT 12034
137264,LACERATION REPAIR - CPT 12035
137266,LACERATION REPAIR - CPT 12036
137268,LACERATION REPAIR - CPT 12037
137272,LACERATION REPAIR - CPT 12041
137274,LACERATION REPAIR - CPT 12042
137276,LACERATION REPAIR - CPT 12044
137278,LACERATION REPAIR - CPT 12045
415762,COMMENT (HDL CHOL)
415766,"ALLERGENS, ZONE 4"
137280,LACERATION REPAIR - CPT 12046
415770,"GARLIC, IGE"
415771,NICU ABG ONLY
137282,LACERATION REPAIR - CPT 12047
137286,LACERATION REPAIR - CPT 12051
137290,LACERATION REPAIR - CPT 12052
415777,"MICROALBUMIN, RANDOM URINE (W/O CREATININE)"
415781,"CATECHOLAMINES,UR.,FREE,24 HR"
137292,LACERATION REPAIR - CPT 12053
415785,"IMMUNOFIXATION REFLEX, SERUM"
137294,LACERATION REPAIR - CPT 12054
137296,LACERATION REPAIR - CPT 12055
137298,LACERATION REPAIR - CPT 12056
415795,HLA B 27 DISEASE ASSOCIATION
415797,AB SCR+ANTIBODY ID
137300,LACERATION REPAIR - CPT 12057
415801,"LYME DISEASE ANTIBODIES (IGG, IGM) IMMUNOBLOT"
415803,VAP(TM) CHOLESTEROL TEST
137302,LACERATION REPAIR - CPT 12051
137304,LACERATION REPAIR - CPT 13100
137306,LACERATION REPAIR - CPT 13101
137308,LACERATION REPAIR - CPT 13101 AND 13102
137310,LACERATION REPAIR - CPT 13101 AND 13102 X 2
137312,LACERATION REPAIR - CPT 13101 AND 13102 X 3
137314,LACERATION REPAIR - CPT 13101 AND 13102 X 4
137316,LACERATION REPAIR - CPT 13101 AND 13102 X 5
137318,LACERATION REPAIR - CPT 13101 AND 13102 X 6
137320,LACERATION REPAIR - CPT 13101 AND 13102 X 7
137322,LACERATION REPAIR - CPT 13101 AND 13102 X 8
137324,LACERATION REPAIR - CPT 13120
137326,LACERATION REPAIR - CPT 13121
415851,"COCAINE METABOLITE CONFIRM,UR"
137328,LACERATION REPAIR - CPT 13121 AND 13122
137330,LACERATION REPAIR - CPT 13121 AND 13122 X 2
415859,"TESTOSTERONE, WOMEN/CHILD"
137332,LACERATION REPAIR - CPT 13121 AND 13122 X 3
137334,LACERATION REPAIR - CPT 13121 AND 13122 X 4
137336,LACERATION REPAIR - CPT 13121 AND 13122 X 5
137338,LACERATION REPAIR - CPT 13121 AND 13122 X 6
415885,"IMMUNOFIXATION INTERP.,SR"
415900,CORTISOL (2 SPECIMENS)
137340,LACERATION REPAIR - CPT 13121 AND 13122 X 7
137342,LACERATION REPAIR - CPT 13121 AND 13122 X 8
137344,LACERATION REPAIR - CPT 13150
137346,LACERATION REPAIR - CPT 13151
137348,LACERATION REPAIR - CPT 13152
415933,MATERNAL SERUM AFP
137350,LACERATION REPAIR - CPT 13151 AND 13152
137352,LACERATION REPAIR - CPT 13151 AND 13152 X 2
137354,LACERATION REPAIR - CPT 40650
137356,LACERATION REPAIR - CPT 40652
416512,HC OR OMNIPAQUE 300 PER ML
416514,HC TRAP.WTR.ETCO2.STD.CLR
416516,HC LINE.SMPL.ETCO2/AGENT.STD
416518,HC STRAP.VELCRO.REPLACEMENT
416520,HC LEAD.RELIANCE.IS4.SC.59CM
416522,HC LEAD.RELIANCE.IS4.SC.64CM
416524,HC LEAD.RELIANCE.IS4.DC.59CM
416526,HC LEAD.RELIANCE.IS4.DC.64CM
416532,HC PEDS PICU REMOVE PICC/CVL NEW PT
416533,HC PEDS PICU REMOVE PICC/CVL EST PT
416534,HC PEDS PICU DRESSING CHANGES CVL
416535,HC PEDS PICU BLOOD DRAW PICC/CVL
137358,LACERATION REPAIR - CPT 40654
416538,OPIATES CONF (GC/MS)
416540,HISTAMINE RELEASE$(CHRONIC URTICARIA)
416542,PHENCYCLIDINE CONF (GC/MS)
137360,LACERATION REPAIR - CPT 40830
416546,"QUANTIFERON(R)-TB GOLD,$(CLIENT INCUBATED)"
137362,LACERATION REPAIR - CPT 40831
137364,LACERATION REPAIR - CPT 41250
137366,LACERATION REPAIR - CPT 41252
137368,LACERATION REPAIR - CPT 41251
416556,"GENOMIC ALTERATIONS, POSTNATAL, OLIGO SNP"
416558,"CHROMOSOME ANALYSIS,  BLOOD"
137370,LACERATION REPAIR - CPT 42180
137372,LACERATION REPAIR - CPT 42182
416566,ANTI-COMPLEMENT+ANTI-IGG
137374,LACERATION REPAIR - CPT G0168
416576,PANEL 005465
416578,SENIOR BEHAVIORAL CENTER THERAPY
416580,HC PEG.ASSIST.
416582,"HC KT.60"".F/DISP.PRSR.TRNDCR"
416586,HC CANN.PREEMIE.RAM
416588,HC CANN.NEWBORN.RAM
416590,HC CANN.INF.RAM
416592,"HC GW.014""X300CM.APPRCH.PRO."
416594,HC SU.STEEL.4-0.DBL.18.D8405
416596,HC STNT.PROM.EP.2.50X32MM
416598,HC STNT.PROM.EP.2.75X32MM
416600,HC STNT.PROM.EP.3.00X32MM
406670,HC LAB ZZ MUTATION ID SEG 4 MECP2 LG DD
406672,HC LAB ZZ MUTATION ID SEG 5 MECP2 LG DD
406674,HC LAB ZZ MUTATION ID SEG 6 MECP2 LG DD
406676,HC LAB ZZ MUTATION ID SEG 7 MECP2 LG DD
406678,HC LAB ZZ MUTATION ID SEG 8 MECP2 LG DD
406680,HC LAB ZZ MUTATION ID SEG 9 MECP2 LG DD
406682,HC LAB ZZ MUTATION ID SEG 10 MECP2 LG DD
406684,HC LAB ZZ MUTATION ID SEG 11 MECP2 LG DD
406686,HC LAB ZZ MUTATION ID SEG 12 MECP2 LG DD
406688,HC LAB ZZ MUTATION ID SEG 13 MECP2 LG DD
406690,HC LAB ZZ SEPARATE BY GEL (MECP2 DNA RF)
406692,HC LAB ZZ AMPLIFY TARGET (MECP2 DNA RF)
406694,HC LAB ZZ SEPARATE BY HR 1 (MECP2 DNA RF)
406696,HC LAB ZZ SEPARATE BY HR 2 (MECP2 DNA RF)
406698,HC PANEL - ISOLATION OF NUCLEIC ACID (MECP2 FA)*
406700,HC PANEL - ISOLATION OF NUCLEIC ACID (MECP2 KM)*
406702,HC PANEL - MECPS LARGE DEL DUP (FA RF)*
406704,HC PANEL - MECPS LARGE DEL DUP (KM RF)*
406706,HC PANEL - MECPS DNA SEQUENCE (KM RF)*
406708,HC LAB ISLET ANTIGEN 2 (IA-2) ANTIBODY
406710,"HC LAB IMMUNOFIXATION, 24 HR URINE"
406712,"HC LAB IMMUNOFIXATION, RANDOM  URINE"
406714,"HC LAB IMMUNOFIXATION, SERUM"
406716,HC LAB QUANTIFERON-TB GOLD
406718,"HC LAB TRICHINELLA ANTIBODY, SERUM"
406720,"HC LAB EHRLICHIA CHAFFEENSIS AB, IGG*"
406722,"HC LAB TOXOCARA ANTIBODY, SERUM"
406724,"HC LAB SEROTONIN RELEASE ASSAY, ENOXAPA*"
406726,"HC LAB SEROTONIN RELEASE ASSAY, UNFRACT*"
406728,"HC LAB ZZ EHRICHIA CHAFFEENSIS AB, IGM"
406730,"HC LAB ZZ PLATELET AB, ANTIBODY ID 2 (ENOX)"
406732,"HC LAB ZZ PLATELET AB, ANTIBODY ID 2 (UNFR)"
406734,"HC PANEL - EHRLICHIA CHAFFEENSIS AB, IGG*"
406736,"HC PANEL - SEROTONIN RELEASE ASSAY, ENOXAPA*"
406738,"HC PANEL - SEROTONIN RELEASE ASSAY, UNFRACT*"
406740,"HC LAB ADENOVIRUS, PCR, PLASMA"
406742,"HC LAB ADENOVIRUS, PCR, OTHER SOURCE"
406744,"HC LAB ENTEROVIRUS PCR, PLASMA"
406746,"HC LAB FUNGITELL ASSAY (1,3)-B-D-GLUCANS"
406748,"HC LAB ENTEROVIRUS PCR, OTHER SOURCE"
406750,"HC LAB URINALYSIS, MICROSCOPIC ONLY"
406752,"HC LAB METHADONE SCREEN, MECONIUM"
406754,"HC LAB FLOW CYTOMETRY, CYTOPL (CTC BR)*"
406756,"HC LAB FLOW CYTOMETRY, CYTOPL (CTC COL)*"
406758,HC LAB ZZ CELL ENUMERATION INTERP (CTC BR)
406760,HC LAB ZZ FLOW CYTO ADD MARKER 2 (CTC BR)
406762,HC LAB ZZ FLOW CYTO ADD MARKER 3 (CTC BR)
406764,HC LAB ZZ FLOW CYTO INTERP (CTC BR)
406766,HC LAB ZZ CELL ENUMERATION INTERP (CTC COL)
406768,HC LAB ZZ FLOW CYTO ADD MARKER 2 (CTC COL)
406770,HC LAB ZZ FLOW CYTO ADD MARKER 3 (CTC COL)
406772,HC LAB ZZ FLOW CYTO INTERP (CTC COL)
406774,"HC PANEL - CIRCULATING TUMOR CELLS (CTC), BREAST"
406776,"HC PANEL - CIRCULATING TUMOR CELLS (CTC), COLORECTAL"
406778,"HC LAB PLATELET COUNT, BLUE TOP TUBE"
406780,HC LAB CREATININE HEMOLYZED
406781,PLATELET COUNT BLUE TOP TUBE
406782,CREATININE HEMOLYZED
406783,SEROTONIN RELEASE ASSAY ENOXA
406784,SEROTONIN RELEASE ASSAY UNFRA
406785,MECPS LARGE DEL DUP (FA RF)
406786,MECPS LARGE DEL DUP (KM RF)
406787,MECPS DNA SEQUENCE (KM RF)
406793,HC PPT VISIT 1 HR
406795,HC BALL.G-TU.18FR
406797,HC CATH.BALL.ZMED.II.18X6
406799,HC CATH.BALL.ZMED.II.20X6
406801,HC CATH.BALL.ZMED.II.22X6
406803,HC CATH.BALL.ZMED.II.23X6
406813,HC ROUTER.STRT.MED.1.2X6MM
406815,HC ROUTER.TPR.SHRT.1.8X11MM
406817,HC ROUTER.TRP.MED.2.3X15.9MM
406819,HC BIT.DRL.SIDE.CUT.2.5MM
406821,HC BRACE.WRST.LT.SM
406823,HC BRACE.WRST.LT.MED
406825,HC SPICA.WRST.&.THB.LT.XL
406827,HC SPICA.WRST.&.THB.RT.XL
406829,HC BRACE.WRST.LT.LG
406831,HC BRACE.WRST.LT.XL
406833,HC BRACE.WRST.RT.SM
406835,HC BRACE.WRST.RT.XL
406837,HC SYS.DLV.NAVIFLEX.RX.7FR
406839,HC KT.CANN.AORTIC.21FR.
406841,HC CANN.SNGL.STG.VEN.24FR.
406843,HC CATH.DLP.LT.VENT.13FR.
406845,HC SZR.BRST.REUSE.230CC
406847,HC NDL.INJ.25G.5X35.WILLIAMS
406849,HC KT.CATH.DIALYSIS.13F.30CM
406851,HC RING.26MM.ANNULOPLASTY.
406853,HC SYR.ACCU-DISC.PRSS.MNTR
406855,HC STNT.BIL.ADVANIX.7X5
406857,HC STNT.BIL.ADVANIX.7X7
406863,HC IMP.BRST.SIL.HP.RND.180CC
406865,HC PL.PSTN.3ANG.80/70/30DEG
406867,HC PL.ADOL.OSTM.100D.60X15MM
406869,HC ICD.PROTECTA.XT.DUEL.DF4
406871,HC CRT-D.PROTECTA.RESYNC.DF4
406873,HC LEAD.SPRINT.QUA.DF4.55CM
406875,HC LEAD.SPRINT.QUA.DF4.62CM
406877,HC PL.XLK.5.5X58-81MM.X10
406879,HC SCRW.TSRH.THN.LNG.4.5X45
406881,HC PL.CRSLNK.60MM
406883,HC SCRW.CANC.F/T.4.0X60MM
406885,HC KT.MINI.FIXATOR.SM
406887,HC KT.MINI.FIXATOR.LNG
406889,HC FIXATOR.MINI.STRT.CLMP
406891,HC SCRW.CORT.3.0/2.5X60/20MM
416602,HC STNT.PROM.EP.3.50X32MM
416604,HC STNT.PROM.EP.4.00X32MM
416606,HC STNT.PROM.EP.2.50X38MM
416608,HC STNT.PROM.EP.2.75X38MM
416610,HC STNT.PROM.EP.3.00X38MM
416612,HC STNT.PROM.EP.3.50X38MM
416614,HC STNT.PROM.EP.4.00X38MM
416616,HC VLV.AORTIC.MAGNA.EASE.19
416618,HC VLV.AORTIC.MAGNA.EASE.21
416620,HC VLV.AORTIC.MAGNA.EASE.23
416622,HC VLV.AORTIC.MAGNA.EASE.25
416624,HC VLV.AORTIC.MAGNA.EASE.27
416626,HC VLV.AORTIC.MAGNA.EASE.29
416628,HC STNT.PROM.EP.OTW.2.50X32
416630,HC STNT.PROM.EP.OTW.2.75X32
416632,HC STNT.PROM.EP.OTW.3.00X32
416634,HC STNT.PROM.EP.OTW.3.50X32
416636,HC STNT.PROM.EP.OTW.4.00X32
416638,HC STNT.PROM.EP.OTW.2.50X38
416640,HC STNT.PROM.EP.OTW.2.75X38
416642,HC STNT.PROM.EP.OTW.3.00X38
416644,HC STNT.PROM.EP.OTW.3.50X38
416646,HC STNT.PROM.EP.OTW.4.00X38
416648,HC PL.STRT.12H.1.0MM.THCK
416650,HC PL.MINI.STRT.4H.1.0MM
416652,HC PL.TIB.PROX(3.5)12H/163.R
416654,HC POST.LUMBAR.PLIF.TLIF.LC2 EXACTECH SPINE PLPT-C2
368752,LOWER VENOUS SCAN (UNILAT)
368753,LOWER VEIN MAPPING (BILAT)
368754,LOWER VEIN MAPPING (UNILAT)
381060,DISCHARGE ACTIVITY
381065,BETA BLOCKERS CONTRAINDICATED/NOT ORDERED
381066,ACE INHIBITORS/ARB'S CONTRAINDI/NOT ORDERED
416692,HC HYPERBARIC OXYGEN PER 30 MIN
381067,REASON STATINS CONTRAINDICATED/NOT ORDERED
127417,MONOCLONAL PROTEIN STUDY 24H U
127419,"VOLATILE SCREEN, URINE"
127421,CELL BOUND PLATELET AUTO AB
127423,ISOAGGLUTININ TITER
127425,WORM OR INSECT (PARASITIC) IDENTIFICATION
127427,"PINWORM EXAM, PERIANAL"
127429,OVA & PARASITE MICROSCOPIC EXAM
127431,"ESSENTIAL ELEMENTS SCRN, URINE"
381068,REFUNDED IN ERROR RECOVER
381069,REASON XIGRIS CONTRAINDICATED/NOT ORDERED
381073,CARDIOPULMONARY MONITORING
381075,XR INJECT URETERL CATH/URETROSTM
381076,XR LUMBAR PUNCTURE THERAPEUTIC
381077,XR UGI/SMALL BOWEL W/AIR CONT
381078,XR UGI W/O KUB W/AIR CONTRAST
381079,XR UGI W/O KUB
381080,XR JOINT ASP/INJ MED-WRIST/ANK
381081,XR OR-VENOUS ANGIOPLASY
381082,XR OR-RENAL/VISCERAL ANGIOPLAS
381083,XR CHEST COMPLETE MIN 4 VIEWS
381173,LEE COMMUNITY HEALTH W/OFF
381174,LEE COMMUNITY HEALTH W/OFF REVERSAL
381217,LEGAL PREPAYMENT
381218,THIRD PARTY PAYMENT
381219,EXCEEDS UTILIZATION
381220,NO AUTHORIZATION
381221,PROFESSIONAL COURTESY W/O
381223,REFUND COLL/LEGAL/THRD PARTY
381224,LEGACY TRANSFER CREDIT TO EPIC
381302,INJECTION BILAT VENOGRAPHY
381303,HUMERUS 1 VIEW
381304,ELBOW 1 VIEW
381305,FOREARM 1 VIEW
381306,WRIST 1 VIEW
381307,HAND 1 VIEW
381308,FEMUR 1 VIEW
381309,TIB-FIB 1 VIEW
381310,ANKLE 1 VIEW
381311,FOOT 1 VIEW
381312,SCREENING MAMMO UNILAT
381313,DIGITL SCRN MAMMO UNI W/CAD R
381352,CSR - BURN LINEN PACK COMP STERILE
381353,"CSR - CLAMP, CHEST TUBE"
381354,CSR - HYPER/HYPOTHERMIA MACHINE & PAD
381355,"CSR - TRAY,DRESSING"
381356,"CSR - TRAY,CHEST TUBE"
381357,"CSR - TRAY, ENT EXAM"
381358,"CSR - TRAY, TRACHEOSTOMY"
381465,TUBE FEEDING (INFANT/PEDIATRIC)
382129,HC DRILL.BIT.(7X3).W/STOP.S
382131,ADL TRAINING
382135,BOTOX-EXTREMITY
382139,BOTOX-CERVICAL
382143,BOTOX-GLANDS
382151,DBS
382163,EMG LMTD STUDY
382175,GAIT TRAINING
382177,H REFLEX
382191,NCV MOTOR
382193,NCV MOTOR-F WAVE
382195,NCV SENSORY
382199,NICS (DOPPLER FLOW)
382201,PT EVAL
382203,REPEAT NERVE
382213,SER UPPER LIMB
382215,SER LOWER LIMB
382225,TYSABRI INFUSION
382229,VNS
382231,VNS COMPLEX
382232,PULMONARY ARTERY CATHETER
382233,HEMODIALYSIS CATHETER INSERT
382234,MRA UPPER EXTREMITY W/O CONT
416867,HC HNDPC.CLMP.ISLTR.LNG.JAW
416869,HC PRB.MLBL.CRYO.ABLTN.10CM
416871,HC XX.CATH.SHTTLE.6.5/125.JB
416873,HC CATH.AP2.ANG.PGTL.5X110
416875,HC CATH.TORCON.VAN.AMAN.7F
416877,HC CATH.BALL.4F.1.5X40X150
416879,HC CATH.BALL.4F.2X220X150
416881,HC CATH.BALL.4F.3X220X150
416883,"HC CRUTCHES.PED.31-40""."
127433,"AMIODARONE, SERUM"
382235,MRA UPPER EXTREM W&W/O CONT
382238,"11-DEOXYCORTISOL, SERUM"
382240,18-OH CORTICOSTERONE
382244,"CARNITINE, URINE"
382246,CATECHOLAMINES 24HR URINE
382250,CORTICOSTERONE
382254,"GLYCOSYLATED HEMOGLOBIN, HOME DEVICE"
382256,"IGF BINDING PROT-1, RIA"
382268,"SPECIMEN HANDLING, PROVIDER OFFICE TO LAB"
382270,URINALYSIS NONAUTO W/O SCOPE
382274,ALPHA-GLOBIN GENE ANALYSIS
382276,IO ENDOMETRIAL ABLATION
382330,IO HEMOGLOBIN A1C
406893,HC KT.MINI.LGTHNR.150MM
406895,HC KT.MINI.LGTHNR.200MM
406897,HC GRFT.VLV.AORTIC.ROT.19MM
406899,HC GRFT.VLV.AORTIC.ROT.21MM
406901,HC GRFT.VLV.AORTIC.ROT.23MM
406903,HC GRFT.VLV.AORTIC.ROT.25MM
406905,HC GRFT.VLV.AORTIC.ROT.27MM
406908,HC TISS.MED.ALDRM.3X7CM
137376,LUMBAR PUNCTURE - CPT 62270
137378,NAIL REMOVAL - CPT 11750
406912,"MUMPS,IGG SCREEN"
406914,HC NDL.TRNBR.19GA.15MM.130CM
406916,HC NDL.TARGETING.8G.TRCR.TIP
406918,HC RMR.T.HNDL.3.0MM
406920,HC RMR.METATARSAL.22MM
406922,HC RMR.PHALANGEAL.22MM
406925,HC GRFT.VLV.AORTIC.ROT.29MM
406927,HC GRFT.VLV.AORTIC.ROT.31MM
406929,HC GRFT.VLV.AORTIC.ROT.33MM
406931,HC VLV.TISS.TRIFECTA.27MM.
406933,HC VLV.TISS.TRIFECTA.27MM.
406935,HC PEEK.SM.PARALLEL.20MM
406937,HC ST.GRPH.CS.PL.TIB.DIS(3.5
406939,HC SCRW.CLAV.DUALTRK.3.8X100
406941,HC SCRW.CLAV.DUALTRK.3.8X120
406943,HC PL.8H.MIDSHAFT.ULNA
406945,HC SCRW.LP.CANC.P/T.3.0X20MM
406947,HC SCRW.CORT.TIT.2.3X24MM
406949,HC SCRW.LP.CANN.P/T.3.0X26MM
406951,HC SCRW.FEM.INTFR.7X25
406953,HC SCRW.FEM.INTFR.8X30
406955,HC SCRW.CMPRS.AUTOFIX.2.0X20
406957,HC NAIL.FEM.RETRO.11.5X42
406959,HC NAIL.INTRTN.13X42.130D.RT
406961,HC NAIL.HINDFOOT.10X16.RT
406963,HC NAIL.HINDFOOT.10X20.RT
406965,HC NAIL.INTRTN.13X40.130D.LT
406967,HC NAIL.META.TIB.13MMX33CM.
406969,HC VLV.AORTIC.MASTERHP.19MM.
406971,HC SCRW.LCK.5X10.OSTEOPENIA.
406973,HC SCRW.LCK.5X12.OSTEOPENIA.
406975,HC SCRW.LCK.5X14.OSTEOPENIA.
406977,HC SCRW.LCK.5X16.OSTEOPENIA.
406979,HC SCRW.CORT.S/T.4.0X16MM.
406981,HC SCRW.CORT.S/T.4.0X18MM
406983,HC SCRW.CORT.S/T.4.0X20MM
137380,NAIL REMOVAL - CPT 11760
137382,NAIL REMOVAL - CPT 11765
137384,NAIL REMOVAL - CPT 11730
137388,NAIL REMOVAL - CPT 11732
137390,NERVE BLOCK - CPT 64400
137392,NERVE BLOCK - CPT 64402
137394,NERVE BLOCK - CPT 64405
137396,NERVE BLOCK - CPT 64408
137398,NERVE BLOCK - CPT 64412
137400,NERVE BLOCK - CPT 64413
137402,NERVE BLOCK - CPT 64470
137404,NERVE BLOCK - CPT 64417
137406,NERVE BLOCK - CPT 64418
137408,NERVE BLOCK - CPT 64455
137410,NERVE BLOCK - CPT 64420
137412,NERVE BLOCK - CPT 64425
137414,NERVE BLOCK - CPT 64430
137416,NERVE BLOCK - CPT 64435
137418,NERVE BLOCK - CPT 64445
137420,NERVE BLOCK - CPT 64415
137422,NERVE BLOCK - CPT 64483
137424,NERVE BLOCK - CPT 64447
137426,NERVE BLOCK - CPT 64450
137428,ORTHO TREATMENT - CPT 21310
137430,ORTHO TREATMENT - CPT 21315
137432,ORTHO TREATMENT - CPT 21320
137434,ORTHO TREATMENT - CPT 21337
137436,ORTHO TREATMENT - CPT 21421
137438,ORTHO TREATMENT - CPT 21345
137440,ORTHO TREATMENT - CPT 21431
137442,ORTHO TREATMENT - CPT 21400
137444,ORTHO TREATMENT - CPT 21401
137446,ORTHO TREATMENT - CPT 21440
137448,ORTHO TREATMENT - CPT 21453
151941,MRI ANKLE W/O CONT RIGHT
407053,HC KT.FEEDING.12FR.1.5CM
407055,HC CLIP.MAMMOTOME.8G.SHAPE1
407057,HC CLIP.MAMMOTOME.8G.SHAPE3
407059,HC CLIP.ULTRASOUND.SHAPE1
407061,HC CLIP.ULTRASOUND.SHAPE3
407063,HC CLIP.SUROS/EVIVA.9G.SHP1
407065,HC CLIP.SUROS/EVIVA.9G.SHP3
407067,HC CLIP.SUROS/ATEC.12G.SHP1
407069,HC CLIP.SUROS/ATEC.12F.SHP3
407071,HC CLIP.MAMMOTOME.11G.SHAPE1
407073,HC CLIP.MAMMOTOME.11G.SHAPE3
407075,"HC BLDE.OSTM.THIN.8MMX3""."
407077,"HC BLDE.OSTM.THIN.10MMX3""."
407079,"HC BLDE.OSTM.THIN.12MMX3""."
407081,"HC BLDE.OSTM.THIN.20MMX3""."
407083,HC BLDE.OSTM.THIN.CRV.12MM.
407085,HC BLDE.OSTM.THIN.CRV.20MM.
407087,"HC BLDE.OSTM.THIN.8MMX5""."
407089,"HC BLDE.OSTM.THIN.10MMX5""."
407091,"HC BLDE.OSTM.RADL.10MMX5""."
407093,"HC BLDE.OSTM.RADL.12MMX5"""
407095,"HC BLDE.OSTM.RADL.14MMX5""."
407097,"HC BLDE.OSTM.RADL.16MMX5""."
407099,"HC BLDE.OSTM.RADL.20MMX5""."
407101,"HC BLDE.OSTM.XLNG.8MMX9""."
407103,"HC BLDE.FLX.CHSL.8MMX2.5""."
407105,"HC BLDE.FLX.CHSL.10MMX2.5""."
407107,"HC BLDE.FLX.CHSL.12MMX2.5""."
407109,"HC BLDE.FLX.CHSL.20MMX2.5""."
407111,"HC BLDE.FLX.CHSL.8MMX5""."
407113,"HC BLDE.FLX.CHSL.10MMX5""."
407115,"HC BLDE.FLX.CHSL.12MMX5""."
407117,"HC BLDE.FLX.CHSL.20MMX5""."
407119,HC BIT.DRL.PILOT.J-LATCH.1.0
407121,HC BIT.DRL.PILOT.J-LATCH.1.3
407123,HC BIT.DRL.PILOT.J-LATCH.1.8
407125,HC BIT.DRL.PILOT.J-LATCH.2.0
407127,HC BIT.DRL.MNL.PILOT.1.0MM
407129,HC BIT.DRL.MNL.PILOT.1.3MM
407131,HC BIT.DRL.MNL.PILOT.2.0MM.
407133,HC KT.CIRCUIT.INF.O2
407135,HC SLING.FLITE.F/ENCORE.MED
407137,HC BIT.DRL.2.5X150.W/LSR.MRK
407139,HC BIT.DRL.3.5MM
151943,MRI ANKLE W/O CONT LEFT
